,Unnamed: 0,C_LAT,C_LONG,TYPE,LINK,NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE_x,LATITUDE_x,TOT,orig_ogc_fid,LATITUDE_y,LONGITUDE_y,utm_e,utm_n,population,count_intersections,street_length_avg,street_length_total,streets_per_node_avg,betweenness_centrality_avg,closeness_centrality_avg,clustering_coefficient_avg,street_length_total_ext,primary_length_total_ext,highway_length_total_ext,road_length_total_ext,street_oneway_length_total_ext,fraction_oneway_ext,count_roads_ext,road_lenght_avg_ext,cf,POI_Count,N_BFA,N_OtherServices,N_Retail,N_Est_Mfg,N_Est_RW,N_Est_Services,N_Est_BFA,N_Emp_Mfg,N_Emp_RW,N_Emp_Services,N_Emp_BFA,N_Emp_Tot,fis_score
1362,1362,-12.09251,-77.05939000000001,Hospital,586,Clinica Juvencia,0x3002,hospital,461-7561,AV MIRO QUESADA ANTONIO,5.0,UB SAN FELIPE,JUAN DE ALIAGA 455,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.05939000000001,-12.09251,"-77.0594, -12.0925",1647,-12.09251,-77.05939000000001,275847.9893,8662373.685,20840.0,130.0,86.19886353,17498.3693,3.348148148,0.053093762999999995,0.001088355,0.005679012,15613.527369999998,1922.4495530000002,0.0,17535.97693,12558.36929,0.80432621,213.0,82.32853018,2.073139586,51.0,27.0,16.0,8.0,13.0,19.0,119.0,3.0,8670.0,694.0,38847.0,2421.0,51015.0,0.5
1363,1363,-12.070561,-77.093362,Hospital,587,Policlinico Parroquial,0x3002,hospital,,CA JUAN ENRIQUE VALLADARES,3.0,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.093362,-12.070561,"-77.0934, -12.0706",14124,-12.070561,-77.093362,272127.2756,8664768.724,10046.0,192.0,70.73429697,20300.74323,3.173469388,0.051596023,0.001224003,0.046938775999999995,18552.214640000002,1748.528593,0.0,20300.74323,6393.9319829999995,0.344645214,287.0,70.73429697,1.913593959,94.0,38.0,37.0,19.0,14.0,23.0,108.0,7.0,2803.0,1292.0,17979.0,576.0,24087.0,0.21569369
1364,1364,-12.071633,-77.049739,Hospital,588,Policlinico Municipal Jesus Maria,0x3002,hospital,,CA JOSE PLAZA,1.0,,,JESUS MARIA,LIMA,LIMA,PERU,-77.049739,-12.071633,"-77.0497, -12.0716",6092,-12.071633,-77.049739,276886.8616,8664694.076,24466.0,129.0,82.4161067,17719.46294,3.6976744189999997,0.056239223,0.001312896,0.082650425,17719.46294,0.0,0.0,17719.46294,16441.863709999998,0.927898535,215.0,82.4161067,1.985113854,112.0,40.0,33.0,39.0,27.0,32.0,148.0,8.0,6876.0,934.0,20781.0,3088.0,32377.0,0.5129475720000001
1365,1365,-12.087589999999999,-77.01588100000001,Hospital,589,Alerta Medica,0x3002,hospital,225-8668 / 225-4040,AV NICOLAS ARRIOLA,3.0,,NICOLAS ARRIOLA 314 URB. STA.CATALINA,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.01588100000001,-12.087589999999999,"-77.0159, -12.0876",1953,-12.087589999999999,-77.01588100000001,280580.4928,8662951.132000001,20867.0,219.0,69.12793805,23503.49894,3.319634703,0.041275716000000004,0.001289922,0.026636225,23503.49894,0.0,0.0,23503.49894,14671.11863,0.624209981,340.0,69.12793805,2.256377797,88.0,56.0,20.0,12.0,285.0,484.0,1761.0,52.0,88069.0,59693.0,411274.0,25137.0,646166.0,0.5
1366,1366,-12.070561,-77.093362,Hospital,590,Policlinico Parroquial,0x3002,hospital,,CA JUAN ENRIQUE VALLADARES,3.0,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.093362,-12.070561,"-77.0934, -12.0706",14124,-12.070561,-77.093362,272127.2756,8664768.724,10046.0,192.0,70.73429697,20300.74323,3.173469388,0.051596023,0.001224003,0.046938775999999995,18552.214640000002,1748.528593,0.0,20300.74323,6393.9319829999995,0.344645214,287.0,70.73429697,1.913593959,94.0,38.0,37.0,19.0,14.0,23.0,108.0,7.0,2803.0,1292.0,17979.0,576.0,24087.0,0.21569369
1367,1367,-12.084224,-77.06529300000001,Hospital,591,Adelgace Peru,0x3002,hospital,,JR TARAPACA,8.0,UB OYAGUE,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.06529300000001,-12.084224,"-77.0653, -12.0842",20951,-12.084224,-77.06529300000001,275198.6229,8663287.19,24324.0,168.0,82.07441290000001,20928.975290000002,3.289017341,0.051125764000000004,0.000937295,0.030828516,17240.09634,3878.910628,0.0,21119.00697,12676.893090000001,0.735314515,262.0,80.60689683,2.7387432819999997,54.0,23.0,11.0,20.0,23.0,39.0,153.0,5.0,11485.0,1145.0,57799.0,2856.0,74435.0,0.5
1368,1368,-12.070574,-77.087435,Hospital,592,Primeros Auxilios,0x3002,hospital,,PARQUE DE LAS LEYENDAS,,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.087435,-12.070574,"-77.0874, -12.0706",8970,-12.070574,-77.087435,272780.6592,8664773.711000001,10046.0,192.0,70.73429697,20300.74323,3.173469388,0.051596023,0.001224003,0.046938775999999995,18552.214640000002,1748.528593,0.0,20300.74323,6393.9319829999995,0.344645214,287.0,70.73429697,1.913593959,94.0,38.0,37.0,19.0,14.0,23.0,108.0,7.0,2803.0,1292.0,17979.0,576.0,24087.0,0.21569369
1369,1369,-12.074491,-77.054854,Hospital,593,Clinica Estomatologica - UIGV,0x3002,hospital,,AV SIMON BOLIVAR,1.0,UB ISLA VERDE,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.054854,-12.074491,"-77.0549, -12.0745",3914,-12.074491,-77.054854,276323.0185,8664368.965,24441.0,144.0,86.63503835,19839.42378,3.40397351,0.050761071,0.001043093,0.056953642,17648.63946,2151.364701,0.0,19800.00416,14184.05219,0.803690971,229.0,86.46290027,2.1246980140000002,156.0,72.0,50.0,34.0,10.0,20.0,34.0,2.0,2815.0,451.0,18952.0,435.0,23420.0,0.5
1370,1370,-12.079645,-77.03671,Hospital,594,Sede Seguro Social del Peru ESSALUD,0x3002,hospital,411-8000,JR DOMINGO CUETO,1.0,,JR. DOMINGO CUETO 120,JESUS MARIA,LIMA,LIMA,PERU,-77.03671,-12.079645,"-77.0367, -12.0796",1485,-12.079645,-77.03671,278309.0672,8663819.495,36749.0,112.0,87.27184986,15883.476680000002,3.589285714,0.069121475,0.001250606,0.030952381,15883.476680000002,0.0,0.0,15883.476680000002,15511.44096,0.976577186,182.0,87.27184986,2.0963053609999998,174.0,94.0,47.0,33.0,183.0,201.0,595.0,17.0,42464.0,10020.0,162049.0,3859.0,223423.0,0.774946557
1371,1371,-11.855564,-77.125771,Hospital,595,Policlinico Sagrado Corazon,0x3002,hospital,,AV HUAURA,,AH MI PERU GRUPO A,,MI PERU,CALLAO,CALLAO,PERU,-77.125771,-11.855564,"-77.1258, -11.8556",3805,-11.855564,-77.125771,268415.9252,8688530.828,9030.0,314.0,50.5131855,24498.894969999998,3.1358024689999997,0.03515529,0.0016095729999999998,0.016460905,24347.3069,0.0,151.58806840000003,24498.894969999998,4848.780158,0.199150575,485.0,50.5131855,2.122334843,12.0,3.0,2.0,7.0,113.0,19.0,332.0,0.0,20362.0,4403.0,62657.0,0.0,91888.0,0.18034048
1372,1372,-11.855564,-77.125771,Hospital,596,Policlinico Sagrado Corazon,0x3002,hospital,,AV HUAURA,,AH MI PERU GRUPO A,,MI PERU,CALLAO,CALLAO,PERU,-77.125771,-11.855564,"-77.1258, -11.8556",3805,-11.855564,-77.125771,268415.9252,8688530.828,9030.0,314.0,50.5131855,24498.894969999998,3.1358024689999997,0.03515529,0.0016095729999999998,0.016460905,24347.3069,0.0,151.58806840000003,24498.894969999998,4848.780158,0.199150575,485.0,50.5131855,2.122334843,12.0,3.0,2.0,7.0,113.0,19.0,332.0,0.0,20362.0,4403.0,62657.0,0.0,91888.0,0.18034048
1373,1373,-11.855564,-77.125771,Hospital,597,Policlinico Sagrado Corazon,0x3002,hospital,,AV HUAURA,,AH MI PERU GRUPO A,,MI PERU,CALLAO,CALLAO,PERU,-77.125771,-11.855564,"-77.1258, -11.8556",3805,-11.855564,-77.125771,268415.9252,8688530.828,9030.0,314.0,50.5131855,24498.894969999998,3.1358024689999997,0.03515529,0.0016095729999999998,0.016460905,24347.3069,0.0,151.58806840000003,24498.894969999998,4848.780158,0.199150575,485.0,50.5131855,2.122334843,12.0,3.0,2.0,7.0,113.0,19.0,332.0,0.0,20362.0,4403.0,62657.0,0.0,91888.0,0.18034048
1374,1374,-12.102045,-76.993517,Hospital,598,Centro de Salud San Borja,0x3002,hospital,,CA SCHUBERT,3.0,,,SAN BORJA,LIMA,LIMA,PERU,-76.993517,-12.102045,"-76.9935, -12.102",13251,-12.102045,-76.993517,283031.1369,8661375.79,14396.0,90.0,101.8776555,13447.850519999998,3.3444444439999996,0.075446885,0.001365426,0.011111111000000002,13447.850519999998,0.0,0.0,13447.850519999998,6983.936873999999,0.519334808,132.0,101.8776555,2.604547805,17.0,6.0,5.0,6.0,30.0,82.0,228.0,15.0,7490.0,3598.0,70762.0,1557.0,88505.0,0.5
1375,1375,-11.965937,-77.002427,Hospital,599,Centro de Salud Privado,0x3002,hospital,,AV CANTO GRANDE,,PJ JESUS OROPEZA CHONTA,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.002427,-11.965937,"-77.0024, -11.9659",1857,-11.965937,-77.002427,281952.3498,8676426.863,16924.0,211.0,75.10209525,22981.24115,3.144859813,0.044538642,0.001155161,0.028816199,22612.632169999997,368.6089717,0.0,22981.24115,6771.287815000001,0.29944713,306.0,75.10209525,1.901267501,16.0,6.0,2.0,8.0,40.0,35.0,91.0,0.0,22162.0,1032.0,12518.0,120.0,35974.0,0.5
1376,1376,-11.965937,-77.002427,Hospital,600,Centro de Salud Privado,0x3002,hospital,,AV CANTO GRANDE,,PJ JESUS OROPEZA CHONTA,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.002427,-11.965937,"-77.0024, -11.9659",1857,-11.965937,-77.002427,281952.3498,8676426.863,16924.0,211.0,75.10209525,22981.24115,3.144859813,0.044538642,0.001155161,0.028816199,22612.632169999997,368.6089717,0.0,22981.24115,6771.287815000001,0.29944713,306.0,75.10209525,1.901267501,16.0,6.0,2.0,8.0,40.0,35.0,91.0,0.0,22162.0,1032.0,12518.0,120.0,35974.0,0.5
1377,1377,-12.022758,-77.000873,Hospital,601,Essalud Agencia SJL,0x3002,hospital,,JR CHINCHAYSUYO,,UB ZARATE,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.000873,-12.022758,"-77.0009, -12.0228",13979,-12.022758,-77.000873,282161.4579,8670132.627999999,23697.0,122.0,80.62034182,14350.42084,3.262295082,0.058814298,0.0014995929999999998,0.049180327999999995,14159.10323,191.31761459999998,0.0,14350.42084,3335.612491,0.23558077300000002,178.0,80.62034182,1.639154864,44.0,11.0,11.0,22.0,78.0,49.0,151.0,0.0,31551.0,2053.0,20763.0,120.0,57291.0,0.539135049
1378,1378,-12.083838,-77.048991,Hospital,602,Inppares,0x3002,hospital,261-2670,AV GIUSEPPE GARIBALDI,1.0,,GREGORIO ESCOBEDO 125,JESUS MARIA,LIMA,LIMA,PERU,-77.048991,-12.083838,"-77.049, -12.0838",2180,-12.083838,-77.048991,276973.1926,8663344.794,24593.0,134.0,86.02354592,18150.96819,3.4444444439999997,0.06229421,0.0011778189999999999,0.047654321,18150.96819,0.0,0.0,18150.96819,15947.93764,0.8786273809999999,211.0,86.02354592,2.204159808,65.0,35.0,14.0,16.0,208.0,351.0,1448.0,46.0,70854.0,45107.0,359639.0,24413.0,560268.0,0.598679006
1379,1379,-12.082544,-77.05570300000001,Hospital,603,Casa del Adulto Mayor de Jesus Maria,0x3002,hospital,,AV SAN FELIPE,3.0,,,JESUS MARIA,LIMA,LIMA,PERU,-77.05570300000001,-12.082544,"-77.0557, -12.0825",12555,-12.082544,-77.05570300000001,276242.5521,8663483.158,24411.0,126.0,82.79609205,16310.830130000002,3.2740740739999996,0.06517163599999999,0.000981827,0.06888888900000001,16144.983890000001,165.84623969999998,0.0,16310.830130000002,13192.87566,0.8171501290000001,197.0,82.79609205,2.522919964,42.0,14.0,13.0,15.0,385.0,677.0,2753.0,81.0,139441.0,89491.0,735515.0,45506.0,1130217.0,0.628159837
1380,1380,-11.934497,-76.693449,Hospital,604,Hospital Jose Augusto Tello,0x3002,hospital,,CA EMILIO DEL SOLAR,1.0,,,LURIGANCHO,LIMA,LIMA,PERU,-76.693449,-11.934497,"-76.6934, -11.9345",4984,-11.934497,-76.693449,315588.9113,8680125.54,16996.26628,69.0,83.91755905,9314.849055,2.904761905,0.063405189,0.001584736,0.029761905,8246.07152,0.0,1068.777535,9314.849055,1023.6070789999999,0.124132695,111.0,83.91755905,0.0,34.0,12.0,8.0,14.0,8.0,2.0,17.0,0.0,8446.0,1005.0,10840.0,0.0,20305.0,0.571463226
1381,1381,-12.043567,-76.97516999999999,Hospital,605,Centro De Especialidades Medicas,0x3002,hospital,,CA LIBERTADORES,1.0,UB UNIVERSAL,,SANTA ANITA,LIMA,LIMA,PERU,-76.97516999999999,-12.043567,"-76.9752, -12.0436",21296,-12.043567,-76.97516999999999,284976.9962,8667851.581,13848.0,137.0,78.54217404,16493.85655,3.3576642339999996,0.055856909,0.0016434479999999998,0.01946472,16493.85655,0.0,0.0,16493.85655,5127.972024000001,0.310901942,210.0,78.54217404,1.7460913619999998,39.0,15.0,9.0,15.0,28.0,33.0,116.0,2.0,14727.0,2928.0,15650.0,51.0,37314.0,0.5
1382,1382,-12.207803,-77.01227,Hospital,606,Policlinico Suarmedic,0x3002,hospital,,AV ALAMEDA LOS HORIZONTES,17.0,UB CEDROS DE VILLA 8 ETAPA,,CHORRILLOS,LIMA,LIMA,PERU,-77.01227,-12.207803,"-77.0123, -12.2078",2433,-12.207803,-77.01227,281070.8115,8649654.872000001,1787.0,68.0,85.44763491,8801.106396,2.896103896,0.07840966099999999,0.001550028,0.153679654,8801.106396,0.0,0.0,8801.106396,463.3000487,0.052641114,103.0,85.44763491,1.665378558,0.0,0.0,0.0,0.0,55.0,43.0,121.0,2.0,12372.0,4060.0,46190.0,82.0,67032.0,0.5
1383,1383,-12.179658,-77.013743,Hospital,607,Policlinico La Casa de la Mujer,0x3002,hospital,,AV HUAYLAS,20.0,UB SANTA LEONOR,,CHORRILLOS,LIMA,LIMA,PERU,-77.013743,-12.179658,"-77.0137, -12.1797",6355,-12.179658,-77.013743,280895.3509,8652762.786,11649.0,150.0,83.82169888,18273.13036,3.0822784810000003,0.060700523,0.0010368089999999999,0.054852320999999996,15176.50347,3096.626884,0.0,18273.13036,1015.331799,0.066901563,218.0,83.82169888,2.2225781959999997,41.0,13.0,14.0,14.0,55.0,43.0,121.0,2.0,12372.0,4060.0,46190.0,82.0,67032.0,0.308389225
1384,1384,-12.179658,-77.013743,Hospital,608,Policlinico La Casa de la Mujer,0x3002,hospital,,AV HUAYLAS,20.0,UB SANTA LEONOR,,CHORRILLOS,LIMA,LIMA,PERU,-77.013743,-12.179658,"-77.0137, -12.1797",6355,-12.179658,-77.013743,280895.3509,8652762.786,11649.0,150.0,83.82169888,18273.13036,3.0822784810000003,0.060700523,0.0010368089999999999,0.054852320999999996,15176.50347,3096.626884,0.0,18273.13036,1015.331799,0.066901563,218.0,83.82169888,2.2225781959999997,41.0,13.0,14.0,14.0,55.0,43.0,121.0,2.0,12372.0,4060.0,46190.0,82.0,67032.0,0.308389225
1385,1385,-12.165833000000001,-77.01968000000001,Hospital,609,Centro de Salud Chorrillos,0x3002,hospital,,CA LEOPOLDO ARIAS,,,,CHORRILLOS,LIMA,LIMA,PERU,-77.01968000000001,-12.165833000000001,"-77.0197, -12.1658",1502,-12.165833000000001,-77.01968000000001,280230.8251,8654295.865,28732.0,95.0,75.66783538,10820.50046,3.1078431369999997,0.046296835999999994,0.0012240460000000001,0.052287582,9369.763481999998,1450.555663,0.0,10820.319140000001,3578.015747,0.38186831,143.0,75.66656745,4.392799267,9.0,2.0,0.0,7.0,55.0,43.0,121.0,2.0,12372.0,4060.0,46190.0,82.0,67032.0,0.5
1386,1386,-12.071633,-77.049739,Hospital,610,Policlinico Municipal Jesus Maria,0x3002,hospital,,CA JOSE PLAZA,1.0,,,JESUS MARIA,LIMA,LIMA,PERU,-77.049739,-12.071633,"-77.0497, -12.0716",6092,-12.071633,-77.049739,276886.8616,8664694.076,24466.0,129.0,82.4161067,17719.46294,3.6976744189999997,0.056239223,0.001312896,0.082650425,17719.46294,0.0,0.0,17719.46294,16441.863709999998,0.927898535,215.0,82.4161067,1.985113854,112.0,40.0,33.0,39.0,27.0,32.0,148.0,8.0,6876.0,934.0,20781.0,3088.0,32377.0,0.5129475720000001
1387,1387,-12.071633,-77.049739,Hospital,611,Policlinico Municipal Jesus Maria,0x3002,hospital,,CA JOSE PLAZA,1.0,,,JESUS MARIA,LIMA,LIMA,PERU,-77.049739,-12.071633,"-77.0497, -12.0716",6092,-12.071633,-77.049739,276886.8616,8664694.076,24466.0,129.0,82.4161067,17719.46294,3.6976744189999997,0.056239223,0.001312896,0.082650425,17719.46294,0.0,0.0,17719.46294,16441.863709999998,0.927898535,215.0,82.4161067,1.985113854,112.0,40.0,33.0,39.0,27.0,32.0,148.0,8.0,6876.0,934.0,20781.0,3088.0,32377.0,0.5129475720000001
1388,1388,-12.031578,-77.030829,Hospital,612,Posta Leoncio Prado,0x3002,hospital,,PASAJE I,,UB LEONCIO PRADO,,RIMAC,LIMA,LIMA,PERU,-77.030829,-12.031578,"-77.0308, -12.0316",1985,-12.031578,-77.030829,278912.1862,8669135.102,27092.0,109.0,75.10642133,13143.62373,2.859259259,0.053939991,0.001091459,0.031604938,13143.62373,0.0,0.0,13143.62373,3999.1182,0.304262986,175.0,75.10642133,3.5248645780000003,11.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1389,1389,-12.028134,-77.046369,Hospital,613,Hospital Guia Ex Leprosorio,0x3002,hospital,,AV SANTA ROSA,2.0,UB PI�ONATE,ESQ. SANTA ROSA Y CESAR VALLEJO,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.046369,-12.028134,"-77.0464, -12.0281",753,-12.028134,-77.046369,277210.31,8669509.746,28968.0,151.0,71.11990298,17068.776719999998,3.303797468,0.056534348,0.001368633,0.066455696,15486.9572,1581.819512,0.0,17068.776719999998,4585.426553,0.29608311600000004,240.0,71.11990298,2.370533468,43.0,7.0,10.0,26.0,156.0,169.0,447.0,9.0,35588.0,9086.0,141268.0,771.0,191046.0,0.5334517679999999
1390,1390,-12.070528,-77.01696,Hospital,614,Unidad Basica de Atencion Primaria Gamarra,0x3002,hospital,,JR PROLONGACION PARINACOCHAS,11.0,UB MATUTE,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.01696,-12.070528,"-77.017, -12.0705",14437,-12.070528,-77.01696,280446.775,8664842.221,24616.0,143.0,78.60649935,18629.74035,3.55862069,0.05304102,0.001317691,0.006896551999999999,18629.74035,0.0,0.0,18629.74035,13022.007679999999,0.698990294,237.0,78.60649935,1.758118345,316.0,74.0,48.0,194.0,77.0,133.0,313.0,6.0,17215.0,14586.0,51635.0,724.0,85898.0,0.5
1391,1391,-12.039628,-76.991731,Hospital,615,Policlinico el Angel,0x3002,hospital,,AV CESAR VALLEJO,15.0,UB TAYACAJA,,EL AGUSTINO,LIMA,LIMA,PERU,-76.991731,-12.039628,"-76.9917, -12.0396",9214,-12.039628,-76.991731,283176.9101,8668281.156,21138.0,194.0,66.59441761,18646.43693,3.147959184,0.050586809,0.00123764,0.028911565,17096.91616,0.0,1549.5207699999999,18646.43693,2283.58437,0.133567033,280.0,66.59441761,1.890016851,20.0,7.0,4.0,9.0,28.0,33.0,116.0,2.0,14727.0,2928.0,15650.0,51.0,37314.0,0.5
1392,1392,-12.032369000000001,-76.962412,Hospital,616,Local Ministerio de Salud,0x3002,hospital,,CALLE 3,,UB LAS PRADERAS DE SANTA ANITA 1 ETAPA,ESQ. CALLE 3 Y CALLE 28 ALT. EL FERROCARRIL,SANTA ANITA,LIMA,LIMA,PERU,-76.962412,-12.032369000000001,"-76.9624, -12.0324",1228,-12.032369000000001,-76.962412,286362.0694,8669100.725,9688.0,142.0,84.78489486,18228.7524,3.172413793,0.057939139,0.001404593,0.023678161,18228.7524,0.0,0.0,18228.7524,1647.418513,0.09037472699999999,215.0,84.78489486,1.729337296,27.0,4.0,2.0,21.0,28.0,33.0,116.0,2.0,14727.0,2928.0,15650.0,51.0,37314.0,0.23863327199999998
1393,1393,-12.043567,-76.97516999999999,Hospital,617,Centro De Especialidades Medicas,0x3002,hospital,,CA LIBERTADORES,1.0,UB UNIVERSAL,,SANTA ANITA,LIMA,LIMA,PERU,-76.97516999999999,-12.043567,"-76.9752, -12.0436",21296,-12.043567,-76.97516999999999,284976.9962,8667851.581,13848.0,137.0,78.54217404,16493.85655,3.3576642339999996,0.055856909,0.0016434479999999998,0.01946472,16493.85655,0.0,0.0,16493.85655,5127.972024000001,0.310901942,210.0,78.54217404,1.7460913619999998,39.0,15.0,9.0,15.0,28.0,33.0,116.0,2.0,14727.0,2928.0,15650.0,51.0,37314.0,0.5
1394,1394,-12.066424000000001,-77.015558,Hospital,618,Centro Medico Santa Isabel de Hungria,0x3002,hospital,,JR AMERICA,4.0,,AMERICA CDRA. 4,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.015558,-12.066424000000001,"-77.0156, -12.0664",14503,-12.066424000000001,-77.015558,280595.8868,8665296.973,24616.0,143.0,78.60649935,18629.74035,3.55862069,0.05304102,0.001317691,0.006896551999999999,18629.74035,0.0,0.0,18629.74035,13022.007679999999,0.698990294,237.0,78.60649935,1.758118345,316.0,74.0,48.0,194.0,77.0,133.0,313.0,6.0,17215.0,14586.0,51635.0,724.0,85898.0,0.5
1395,1395,-12.066424000000001,-77.015558,Hospital,619,Centro Medico Santa Isabel de Hungria,0x3002,hospital,,JR AMERICA,4.0,,AMERICA CDRA. 4,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.015558,-12.066424000000001,"-77.0156, -12.0664",14503,-12.066424000000001,-77.015558,280595.8868,8665296.973,24616.0,143.0,78.60649935,18629.74035,3.55862069,0.05304102,0.001317691,0.006896551999999999,18629.74035,0.0,0.0,18629.74035,13022.007679999999,0.698990294,237.0,78.60649935,1.758118345,316.0,74.0,48.0,194.0,77.0,133.0,313.0,6.0,17215.0,14586.0,51635.0,724.0,85898.0,0.5
1396,1396,-12.067428999999999,-77.01400500000001,Hospital,620,Consultorio Gineco Obstetrico San Marcos,0x3002,hospital,,JR ANTONIO BAZO,9.0,UB GAMARRA,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.01400500000001,-12.067428999999999,"-77.014, -12.0674",14602,-12.067428999999999,-77.01400500000001,280770.9309,8665187.613,24616.0,143.0,78.60649935,18629.74035,3.55862069,0.05304102,0.001317691,0.006896551999999999,18629.74035,0.0,0.0,18629.74035,13022.007679999999,0.698990294,237.0,78.60649935,1.758118345,316.0,74.0,48.0,194.0,77.0,133.0,313.0,6.0,17215.0,14586.0,51635.0,724.0,85898.0,0.5
1397,1397,-12.072507,-77.03839599999999,Hospital,621,Clinica ESSALUD Pablo Bermudez,0x3002,hospital,330-3596 / 330-9817,JR PABLO BERMUDEZ,3.0,,AV. PABLO BERMUDEZ 266,JESUS MARIA,LIMA,LIMA,PERU,-77.03839599999999,-12.072507,"-77.0384, -12.0725",1829,-12.072507,-77.03839599999999,278118.1043,8664603.682,36749.0,112.0,87.27184986,15883.476680000002,3.589285714,0.069121475,0.001250606,0.030952381,15883.476680000002,0.0,0.0,15883.476680000002,15511.44096,0.976577186,182.0,87.27184986,2.0963053609999998,174.0,94.0,47.0,33.0,183.0,201.0,595.0,17.0,42464.0,10020.0,162049.0,3859.0,223423.0,0.774946557
1398,1398,-12.112153,-77.002835,Hospital,622,San Lucas,0x3002,hospital,,AV ANGAMOS ESTE,24.0,UB AURORA ESTE 1 ETAPA,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.002835,-12.112153,"-77.0028, -12.1122",3013,-12.112153,-77.002835,282026.8416,8660239.846,11374.0,203.0,63.72133735,19626.1719,2.986607143,0.045820112999999996,0.000930649,0.013392857,15951.00846,3675.163445,0.0,19626.1719,6069.131224000001,0.38048573799999996,308.0,63.72133735,2.101213505,45.0,17.0,8.0,20.0,227.0,435.0,1180.0,35.0,97045.0,53760.0,247688.0,7574.0,434755.0,0.274621775
1399,1399,-12.162155,-77.023816,Hospital,623,Hogar del Nino,0x3002,hospital,,AV CHORRILLOS,6.0,,,CHORRILLOS,LIMA,LIMA,PERU,-77.023816,-12.162155,"-77.0238, -12.1622",2414,-12.162155,-77.023816,279781.5568,8654690.858,8783.0,119.0,65.61395998,12532.26636,3.32,0.060487805,0.001764989,0.0368,11545.50445,986.7619087000002,0.0,12532.26636,3362.950549,0.29127792199999997,191.0,65.61395998,3.100170114,52.0,22.0,14.0,16.0,55.0,43.0,121.0,2.0,12372.0,4060.0,46190.0,82.0,67032.0,0.227080421
1400,1400,-11.944327000000001,-77.08753,Hospital,624,Centro de Salud,0x3002,hospital,,CA SANTO TORIBIO DE MOGROVEJO,,UB SAN DIEGO,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.08753,-11.944327000000001,"-77.0875, -11.9443",1792,-11.944327000000001,-77.08753,272663.7998,8678748.171,5720.0,127.0,101.2362135,19032.40815,3.115384615,0.061760678,0.001358971,0.033333333,18969.57208,62.83606003,0.0,19032.40815,4157.923259,0.219189091,188.0,101.2362135,2.083227463,3.0,0.0,0.0,3.0,142.0,28.0,372.0,0.0,25666.0,4923.0,65815.0,0.0,100979.0,0.23003443699999998
1401,1401,-12.149519999999999,-76.967118,Hospital,625,Clinica Pamplona,0x3002,hospital,,JR CORALES,12.0,AH EL BRILLANTE,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.967118,-12.149519999999999,"-76.9671, -12.1495",2482,-12.149519999999999,-76.967118,285943.4237,8656141.28,12936.0,246.0,65.67876834,24629.53813,3.188976378,0.038359212000000004,0.001407518,0.029527559,24629.53813,0.0,0.0,24629.53813,1528.8795380000001,0.062075039000000005,375.0,65.67876834,1.526488738,8.0,3.0,4.0,1.0,15.0,23.0,53.0,0.0,4954.0,1791.0,6980.0,0.0,14556.0,0.458417656
1402,1402,-12.198331,-76.952506,Hospital,626,Policlinico San Pablo,0x3002,hospital,,AV MICAELA BASTIDAS,5.0,PJ SECTOR I GRUPO 23 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.952506,-12.198331,"-76.9525, -12.1983",1401,-12.198331,-76.952506,287571.5532,8650753.575,7777.0,206.0,62.12431919,19258.53895,3.2669902910000004,0.045962817999999996,0.0014586070000000002,0.017799353,19258.53895,0.0,0.0,19258.53895,8264.01413,0.42910909,310.0,62.12431919,2.593293928,14.0,3.0,7.0,4.0,52.0,19.0,79.0,0.0,5748.0,1174.0,8408.0,0.0,17136.0,0.17575327
