NOMBRE,GARMINCODE,GIROTIPO,TELEFONO,NOMBRE_VIA,CUADRA,URBANIZACI,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMEN,PAIS,LONGITUDE,LATITUDE,TOT,orig_ogc_fid
Clinica Santa Maria del Sur,0x3002,hospital,,AV BELISARIO SUAREZ,9,UB SAN JUAN PARCELA C SUBPARCELA C1,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.965297,-12.163072,"-76.9653, -12.1631",12102
Colegio Sor Ana de los Angeles,0x2c05,colegio,,CA JOSE GONZALES,3,UB COCHARCAS,,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.031354,-12.127913,"-77.0314, -12.1279",12165
Hospital de la Solidaridad,0x3002,hospital,,AV BERNARDINO RIVADAVIA,,UB CERES 1 ETAPA,,ATE,LIMA,LIMA,PERU,-76.926222,-12.029019,"-76.9262, -12.029",12258
Hospital de la Solidaridad,0x3002,hospital,,AV NICOLAS AYLLON,3,UB SANTA CRUZ,,ATE,LIMA,LIMA,PERU,-76.919274,-12.025855,"-76.9193, -12.0259",12259
Nido Sonrisitas,0x2c05,colegio,,PJE CEREZOS,,,,CHACLACAYO,LIMA,LIMA,PERU,-76.774387,-11.978745,"-76.7744, -11.9787",12340
Colegio Peruano Canadiense,0x2c05,colegio,,AV BRASIL,38,,,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.069874,-12.094327,"-77.0699, -12.0943",12344
Policlinico Bien,0x3002,hospital,,AV ALMIRANTE MIGUEL GRAU,14,UB VIGIL,,BELLAVISTA (CALLAO),CALLAO,CALLAO,PERU,-77.132324,-12.060948,"-77.1323, -12.0609",12347
Primeros Auxilios,0x3002,hospital,,,,,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.074271,-11.977677,"-77.0743, -11.9777",12470
Instituto Nacional del Ni�o,0x3002,hospital,,CA RETORNO,,UB JAVIER PRADO,,SAN BORJA,LIMA,LIMA,PERU,-76.992681,-12.085748,"-76.9927, -12.0857",12521
Casa del Adulto Mayor de Jesus Maria,0x3002,hospital,,AV SAN FELIPE,3,,,JESUS MARIA,LIMA,LIMA,PERU,-77.055703,-12.082544,"-77.0557, -12.0825",12555
Sisol UNI,0x3002,hospital,,AV TUPAC AMARU,,,,RIMAC,LIMA,LIMA,PERU,-77.05203,-12.013082,"-77.052, -12.0131",12627
Policlinico Parroquial Jose Obrero,0x3002,hospital,,CA JOSE BALTA,3,,,BARRANCO (LIMA),LIMA,LIMA,PERU,-77.016289,-12.143315,"-77.0163, -12.1433",12630
Posta de Salud,0x3002,hospital,,AV PACHACUTEC,34,UB MARIANO MELGAR,,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,PERU,-76.945502,-12.177766,"-76.9455, -12.1778",12643
Colegio Juan Valer,0x2c05,colegio,,AV MIGUEL GRAU,24,UB JOSE GALVEZ,,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,PERU,-76.908053,-12.228035,"-76.9081, -12.228",12649
Colegio Manuel Gonzales Prada,0x2c05,colegio,,AV CACERES,,,,ATE,LIMA,LIMA,PERU,-76.82012,-12.012067,"-76.8201, -12.0121",12680
Colegio Amauta,0x2c05,colegio,,AV SAN MARCOS,,,,ATE,LIMA,LIMA,PERU,-76.818199,-12.018334,"-76.8182, -12.0183",12682
Hospital de Huaycan,0x3002,hospital,,AV MARIATEGUI,,AH HUAYCAN ETAPA 1 ZONA B UCV 42,,ATE,LIMA,LIMA,PERU,-76.820575,-12.015652,"-76.8206, -12.0157",12683
Colegio Alfonso Barrantes,0x2c05,colegio,,CALLE 1,,AH HUAYCAN ETAPA 1 ZONA A UCV 2,,ATE,LIMA,LIMA,PERU,-76.828627,-12.009555,"-76.8286, -12.0096",12687
Colegio Daniel Alcides Carrion,0x2c05,colegio,,AV CHANCAS DE ANDAHUAYLAS,3,COOP CHANCAS DE ANDAHUAYLAS 1 ETAPA,,SANTA ANITA,LIMA,LIMA,PERU,-76.967631,-12.038986,"-76.9676, -12.039",12743
Centro del Adulto Mayor Pierola Essalud,0x3002,hospital,,AV CANADA,6,UB SANTA CATALINA,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.020143,-12.081379,"-77.0201, -12.0814",12775
Colegio Manuel Villaran y Barrena,0x2c05,colegio,,JR HUASCARAN,4,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.028676,-12.062999,"-77.0287, -12.063",12809
Clinica Miro Quesada,0x3002,hospital,427-1163,JR MIRO QUESADA ANTONIO,3,,JR. A. MIRO QUESADA 332,LIMA,LIMA,LIMA,PERU,-77.03054,-12.049476,"-77.0305, -12.0495",12830
IE 1038 Maria Parado de Bellido,0x2c05,colegio,,JR ANDAHUAYLAS,2,,,LIMA,LIMA,LIMA,PERU,-77.023581,-12.046923,"-77.0236, -12.0469",12832
Colegio Particular Nuestra Sra de la Paz,0x2c05,colegio,,JR TACNA,2,,,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.073289,-12.096306,"-77.0733, -12.0963",12852
Hospital de la Solidaridad,0x3002,hospital,,JR FRANCISCO BOLOGNESI,,,,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.07021,-12.092462,"-77.0702, -12.0925",12865
Clinica Internacional,0x3002,hospital,,AV ENCALADA,9,UB MONTERRICO,,SURCO,LIMA,LIMA,PERU,-76.971378,-12.106727,"-76.9714, -12.1067",12883
Trilce,0x2c05,colegio,,AV TOMAS VALLE,9,,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.068475,-12.010617,"-77.0685, -12.0106",12937
Colegio Albert Einstein,0x2c05,colegio,,JR CANTERAC,2,,,JESUS MARIA,LIMA,LIMA,PERU,-77.04771,-12.070241,"-77.0477, -12.0702",12953
Clinica La Luz,0x3002,hospital,719-6888,AV AREQUIPA,11,UB SANTA BEATRIZ,AV. AREQUIPA 1148,LIMA,LIMA,LIMA,PERU,-77.035846,-12.076248,"-77.0358, -12.0762",12956
Centro Medico Santa Cruz,0x3002,hospital,,AV LA MAR,13,UB SANTA CRUZ,,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.049796,-12.108995,"-77.0498, -12.109",12971
Colegio Horacio Patino,0x2c05,colegio,,AV NAZARENAS,4,UB LAS GARDENIAS 3 ETAPA,,SURCO,LIMA,LIMA,PERU,-76.986067,-12.131891,"-76.9861, -12.1319",13002
Colegio San Lucas,0x2c05,colegio,,AV GAVIOTAS,9,UB MATELLINI 1 ETAPA,AV. LAS GAVIOTAS 975,CHORRILLOS,LIMA,LIMA,PERU,-76.999237,-12.16882,"-76.9992, -12.1688",13024
Colegio Maria Luisa,0x2c05,colegio,,AV GAVIOTAS,9,UB MATELLINI 1 ETAPA,,CHORRILLOS,LIMA,LIMA,PERU,-76.999544,-12.169315,"-76.9995, -12.1693",13025
Colegio Scipion Llona,0x2c05,colegio,4466898,JR ENRIQUE PALACIOS,12,UB SANTA CRUZ,AV. MARISCAL LA MAR 202 URB. SANTA CRUZ,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.041615,-12.117123,"-77.0416, -12.1171",13028
Oral Medic,0x3002,hospital,,AV 2 DE MAYO,2,UB LOS ROSALES,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.034768,-12.090969,"-77.0348, -12.091",13029
Colegio Virgen de Lourdes,0x2c05,colegio,2495901,JR JOSE GALVEZ,2,UB MIRAFLORES,JR. JOSE GALVEZ 255,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.032698,-12.122245,"-77.0327, -12.1222",13063
Colegio Paul Muller,0x2c05,colegio,,AV GUZMAN BLANCO,3,,,LIMA,LIMA,LIMA,PERU,-77.040347,-12.062332,"-77.0403, -12.0623",13097
Colegio Inmaculada Concepcion,0x2c05,colegio,,CA ANTANA,1,UB HIGUERETA,,SURCO,LIMA,LIMA,PERU,-76.999334,-12.127736,"-76.9993, -12.1277",13158
Med Lab,0x3002,hospital,,AV ANGAMOS ESTE,2,UB CHACARILLA DEL ESTANQUE,,SURCO,LIMA,LIMA,PERU,-76.990702,-12.111345,"-76.9907, -12.1113",13170
Centro de Salud San Borja,0x3002,hospital,,CA SCHUBERT,3,,,SAN BORJA,LIMA,LIMA,PERU,-76.993517,-12.102045,"-76.9935, -12.102",13251
Misalud DIGIEM,0x3002,hospital,,AV BRASIL,2,,,LIMA,LIMA,LIMA,PERU,-77.042509,-12.061763,"-77.0425, -12.0618",13275
Colegio Miguel Angel Bounarotti,0x2c05,colegio,,CA GONZALES OLAECHEA,2,UB SANTA CATALINA,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.024288,-12.083843,"-77.0243, -12.0838",13286
Cuna Juana Alarco,0x2c05,colegio,,JR MIRO QUESADA ANTONIO,13,UB BARRIOS ALTOS,,LIMA,LIMA,LIMA,PERU,-77.016814,-12.052897,"-77.0168, -12.0529",13332
Hospital de la Solidaridad,0x3002,hospital,,JR MARA�ON,5,,,RIMAC,LIMA,LIMA,PERU,-77.02289,-12.042078,"-77.0229, -12.0421",13334
Colegio Mixto la Molina,0x2c05,colegio,,JR ICA,1,,,LA MOLINA,LIMA,LIMA,PERU,-76.945079,-12.070481,"-76.9451, -12.0705",13399
Colegio Ludwig Van Beethoven,0x2c05,colegio,,JR CLAVERO MUGA,1,UB LOS CIPRESES,,LIMA,LIMA,LIMA,PERU,-77.075294,-12.054681,"-77.0753, -12.0547",13515
Trilce Colonial,0x2c05,colegio,,AV OSCAR R BENAVIDES,24,UB ELIO,,LIMA,LIMA,LIMA,PERU,-77.07336,-12.049814,"-77.0734, -12.0498",13516
Nido Dias Felices,0x2c05,colegio,451-3274,AV FAUCETT,,UB LUS GERMAN ASTETE,FAUCETT 201,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.09896,-12.071811,"-77.099, -12.0718",13573
Colegio Villa Nova,0x2c05,colegio,451-3274,JR HERNANDO DE SOTO,1,UB LUS GERMAN ASTETE,HERNANDO DE SOTO CDRA. 1,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.099131,-12.071843,"-77.0991, -12.0718",13574
Nido Dias Felices Orrantia,0x2c05,colegio,,JR JUSTO VIGIL,4,UB SAN FELIPE,,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.060544,-12.095203,"-77.0605, -12.0952",13632
Pamer,0x2c05,colegio,719-7356 / 719-7357,AV FAUCETT,2,,AV. FAUCETT 272,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.098128,-12.070561,"-77.0981, -12.0706",13651
Colegio Santa Maria de Fatima,0x2c05,colegio,,CA JOSE PLAZA,1,,,JESUS MARIA,LIMA,LIMA,PERU,-77.049563,-12.071966,"-77.0496, -12.072",13669
Consultorio Medico Manyari,0x3002,hospital,,AV JAVIER MARIATEGUI,11,,,JESUS MARIA,LIMA,LIMA,PERU,-77.046467,-12.077112,"-77.0465, -12.0771",13700
Nido Huellitas,0x2c05,colegio,,CA RETORNO,,UB SANTA CATALINA,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.014833,-12.082817,"-77.0148, -12.0828",13725
CE Pitagoras,0x2c05,colegio,,AV FAUCETT,2,UB LUS GERMAN ASTETE,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.09863,-12.070661,"-77.0986, -12.0707",13730
Colegio Santa Isabel,0x2c05,colegio,,AV LA MAR,11,,,PUEBLO LIBRE (LIMA),LIMA,LIMA,PERU,-77.067348,-12.078472,"-77.0673, -12.0785",13743
Colegio Karol Wojtyla,0x2c05,colegio,,AV UNIVERSITARIA,20,UB PANDO 8 ETAPA,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.078641,-12.063392,"-77.0786, -12.0634",13765
Clinica de la Piel,0x3002,hospital,,AV CACERES (PZ),6,,,JESUS MARIA,LIMA,LIMA,PERU,-77.042941,-12.07475,"-77.0429, -12.0748",13798
IE Santa Rita de Cassia,0x2c05,colegio,,AV BRASIL,14,,,JESUS MARIA,LIMA,LIMA,PERU,-77.052436,-12.073887,"-77.0524, -12.0739",13802
IEI Modelo,0x2c05,colegio,,JR DOMINGO CUETO,2,,,JESUS MARIA,LIMA,LIMA,PERU,-77.037729,-12.079891,"-77.0377, -12.0799",13814
Colegio Jose Razuri Esteros,0x2c05,colegio,,,,AH LA LIBERTAD,,VENTANILLA,CALLAO,CALLAO,PERU,-77.130014,-11.846942,"-77.13, -11.8469",13877
Santa Maria,0x2c05,colegio,,AV CONSTRUCTORES,,,,VENTANILLA,CALLAO,CALLAO,PERU,-77.142839,-11.853429,"-77.1428, -11.8534",13887
Nuestra Se�ora de Guadalupe,0x2c05,colegio,,AV 200 MILLAS,,AH SECTOR F BARRIO XIII GRUPO RESIDENCIAL 1,,VENTANILLA,CALLAO,CALLAO,PERU,-77.1421,-11.840993,"-77.1421, -11.841",13893
Colegio Molinari,0x2c05,colegio,,AV SAN BORJA SUR,7,UB SAN BORJA SUR,,SAN BORJA,LIMA,LIMA,PERU,-76.998566,-12.10095,"-76.9986, -12.1009",13901
Cruz Roja Policlinico Social,0x3002,hospital,,AV CAMINOS DEL INCA,21,UB LAS GARDENIAS 3 ETAPA,,SURCO,LIMA,LIMA,PERU,-76.982801,-12.13275,"-76.9828, -12.1328",13917
Essalud Agencia SJL,0x3002,hospital,,JR CHINCHAYSUYO,,UB ZARATE,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.000873,-12.022758,"-77.0009, -12.0228",13979
Nicolas Copernico,0x2c05,colegio,,AV PROCERES DE LA INDEPENDENCIA,32,UB SAN RAFAEL,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.002755,-11.976335,"-77.0028, -11.9763",14031
Santiago Antunez de Mayolo,0x2c05,colegio,,AV PROCERES DE LA INDEPENDENCIA,32,UB SAN RAFAEL,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.003252,-11.976795,"-77.0033, -11.9768",14032
Clinica Limatambo,0x3002,hospital,,AV PROCERES DE LA INDEPENDENCIA,27,UB SAN CARLOS 3 ETAPA,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.007965,-11.986496,"-77.008, -11.9865",14035
Colegio Cristiano los Peregrinos,0x2c05,colegio,375-2360,AV PIRAMIDE DEL SOL,5,UB ZARATE,PIRAMIDE DEL SOL 505,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-77.001961,-12.023589,"-77.002, -12.0236",14054
Policlinico Casa de la Mujer,0x3002,hospital,,,,,,EL AGUSTINO,LIMA,LIMA,PERU,-77.000948,-12.040339,"-77.0009, -12.0403",14060
SISOL Mirones,0x3002,hospital,,AV OSCAR R BENAVIDES,,UV UNIDAD VECINAL MIRONES,,LIMA,LIMA,LIMA,PERU,-77.068664,-12.049179,"-77.0687, -12.0492",14074
Fertilab,0x3002,hospital,,AV SAN FELIPE,10,,,JESUS MARIA,LIMA,LIMA,PERU,-77.047377,-12.081837,"-77.0474, -12.0818",14087
Pamer,0x2c05,colegio,,AV SAN FELIPE,8,,,JESUS MARIA,LIMA,LIMA,PERU,-77.049342,-12.082295,"-77.0493, -12.0823",14088
Colegio San Clemente,0x2c05,colegio,,AV ARNALDO MARQUEZ,20,,,JESUS MARIA,LIMA,LIMA,PERU,-77.055468,-12.080946,"-77.0555, -12.0809",14092
Policlinico Santa Maria Magdalena,0x3002,hospital,,JR RAMON CASTILLA,5,,,MAGDALENA DEL MAR,LIMA,LIMA,PERU,-77.074231,-12.092142,"-77.0742, -12.0921",14101
Policlinico Municipal San Miguel,0x3002,hospital,,AV LA PAZ,21,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.101478,-12.08174,"-77.1015, -12.0817",14110
Policlinico Parroquial,0x3002,hospital,,CA JUAN ENRIQUE VALLADARES,3,,,SAN MIGUEL (LIMA),LIMA,LIMA,PERU,-77.093362,-12.070561,"-77.0934, -12.0706",14124
Colegio Nuestra Se�ora de Lourdes,0x2c05,colegio,,AV LIMA SUR,4,,,LURIGANCHO,LIMA,LIMA,PERU,-76.695683,-11.936298,"-76.6957, -11.9363",14143
Red de Salud Huarochiri,0x3002,hospital,,AV LIMA NORTE,4,,,LURIGANCHO,LIMA,LIMA,PERU,-76.670208,-11.921107,"-76.6702, -11.9211",14144
Colegio Honores,0x2c05,colegio,,AV FRANCISCO BOLOGNESI,10,UB LOS FICUS,,SANTA ANITA,LIMA,LIMA,PERU,-76.974068,-12.045592,"-76.9741, -12.0456",14185
Villa de Jesus (IEP),0x2c05,colegio,,AV ALAMEDA SAN MARCOS,3,UB HUERTOS DE VILLA,,CHORRILLOS,LIMA,LIMA,PERU,-77.002934,-12.204661,"-77.0029, -12.2047",14198
Albert Einstein High School,0x2c05,colegio,252-1791,AV PASEO DE LA REPUBLICA,15,UB SANTA LEONOR,PASEO DE LA REPUBLICA S/N MZ. C LT. 5,CHORRILLOS,LIMA,LIMA,PERU,-77.01059,-12.178566,"-77.0106, -12.1786",14229
Nido Burbujitas,0x2c05,colegio,,AV PASEO DE LA REPUBLICA,15,UB SANTA LEONOR,,CHORRILLOS,LIMA,LIMA,PERU,-77.010426,-12.178743,"-77.0104, -12.1787",14230
San Francisco (IE),0x2c05,colegio,,AV THERAN,,,,CHORRILLOS,LIMA,LIMA,PERU,-77.019708,-12.166809,"-77.0197, -12.1668",14238
Instituto Geriatrico Militar,0x3002,hospital,,AV ESCUELA MILITAR,,,,CHORRILLOS,LIMA,LIMA,PERU,-77.019679,-12.162413,"-77.0197, -12.1624",14239
Reina Sofia (CE),0x2c05,colegio,,AV BRASIL,8,,,JESUS MARIA,LIMA,LIMA,PERU,-77.047424,-12.067872,"-77.0474, -12.0679",14267
Santa Maria de Bre�a (CE),0x2c05,colegio,,AV BRASIL,10,,,BRENA,LIMA,LIMA,PERU,-77.049652,-12.069891,"-77.0497, -12.0699",14271
Jose Ingenieros (CE),0x2c05,colegio,,AV SAMUEL ALCAZAR,3,,,RIMAC,LIMA,LIMA,PERU,-77.028575,-12.031092,"-77.0286, -12.0311",14276
Colegio Mercedes Cabello de Carbonera,0x2c05,colegio,,,,,,RIMAC,LIMA,LIMA,PERU,-77.046138,-12.026204,"-77.0461, -12.0262",14284
Clinica Principe,0x3002,hospital,,AV AREQUIPA,17,,,LINCE,LIMA,LIMA,PERU,-77.034903,-12.082605,"-77.0349, -12.0826",14291
Centro de diagnostico Miraflores,0x3002,hospital,,JR COLON,1,UB MIRAFLORES,,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.030309,-12.124617,"-77.0303, -12.1246",14346
Alfredo Piazza Roberts ESSALUD,0x3002,hospital,222-0526,CA LILAS,2,UB SAN EUGENIO,LAS LILAS 223-225 URB. SAN EUGENIO,LINCE,LIMA,LIMA,PERU,-77.02764,-12.086498,"-77.0276, -12.0865",14359
Nuestra Se�ora de Guadalupe (IEP),0x2c05,colegio,,JR ITALIA,13,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.01654,-12.069696,"-77.0165, -12.0697",14428
Unidad Basica de Atencion Primaria Gamarra,0x3002,hospital,,JR PROLONGACION PARINACOCHAS,11,UB MATUTE,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.01696,-12.070528,"-77.017, -12.0705",14437
Oftalmo Salud,0x3002,hospital,,AV JAVIER PRADO ESTE,11,UB CORPAC,,SAN ISIDRO (LIMA),LIMA,LIMA,PERU,-77.017007,-12.090307,"-77.017, -12.0903",14478
Colegio Fe y Alegria 39,0x2c05,colegio,,JR RIO CHEPEN,,,,EL AGUSTINO,LIMA,LIMA,PERU,-76.989495,-12.043704,"-76.9895, -12.0437",14479
Colegio Jose Antonio Encinas,0x2c05,colegio,,,,UB SANTA ANITA 2 ETAPA,,SANTA ANITA,LIMA,LIMA,PERU,-76.964225,-12.049434,"-76.9642, -12.0494",14480
Colegio Alfonso Ugarte,0x2c05,colegio,,CA PINOS,5,UB LOS FICUS,,SANTA ANITA,LIMA,LIMA,PERU,-76.975443,-12.048216,"-76.9754, -12.0482",14481
Centro Medico Santa Isabel de Hungria,0x3002,hospital,,JR AMERICA,4,,AMERICA CDRA. 4,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.015558,-12.066424,"-77.0156, -12.0664",14503
Santa Maria Goretti (CEI),0x2c05,colegio,324-2913,JR PROLONGACION HUANUCO,17,,PROL. HUANUCO 1780 URB. EL PORVENIR,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.014962,-12.066684,"-77.015, -12.0667",14528
Juan E. Pestalozzi (IEP),0x2c05,colegio,473-6235,JR PROLONGACION HUANUCO,17,,SEBASTIAN BARRANCA 1476,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.014936,-12.066849,"-77.0149, -12.0668",14530
Consultorio Gineco Obstetrico San Marcos,0x3002,hospital,,JR ANTONIO BAZO,9,UB GAMARRA,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.014005,-12.067429,"-77.014, -12.0674",14602
Corazon de Maria (IEP),0x2c05,colegio,473-1830,JR PROLONGACION HUANUCO,19,UB GAMARRA,PROL. HUANUCO 1921 URB. EL PORVENIR,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.014643,-12.067749,"-77.0146, -12.0677",14611
Colegio Trilce Roma,0x2c05,colegio,,JR EMILIO FERNANDEZ,6,UB SANTA BEATRIZ,,LIMA,LIMA,LIMA,PERU,-77.032234,-12.072823,"-77.0322, -12.0728",14649
Clinica Dr Luis Quito,0x3002,hospital,,AV ANGAMOS ESTE,7,,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.023747,-12.113476,"-77.0237, -12.1135",14767
La Divina Providencia,0x2c05,colegio,,AV ANGAMOS ESTE,20,,,SURQUILLO (LIMA),LIMA,LIMA,PERU,-77.008275,-12.112453,"-77.0083, -12.1125",14779
Colegio Brigida Silva de Ochoa,0x2c05,colegio,,AV ESCUELA MILITAR,,,,CHORRILLOS,LIMA,LIMA,PERU,-77.021379,-12.164285,"-77.0214, -12.1643",14806
Policlinico Rodriguez Lazo Essalud,0x3002,hospital,,CA RETORNO,,UB LA CAMPI�A,,CHORRILLOS,LIMA,LIMA,PERU,-77.004298,-12.178671,"-77.0043, -12.1787",14815
Colegio 20 de Abril,0x2c05,colegio,,AV SEGURIDAD SOCIAL,12,AH SAN MARTIN DE PORRES,,LOS OLIVOS (LIMA),LIMA,LIMA,PERU,-77.080435,-11.962654,"-77.0804, -11.9627",14894
Ortopedia Santa Lucia,0x3002,hospital,4471848,AV PETIT THOUARS,51,,PETIT THOUARS 5157,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.028551,-12.114202,"-77.0286, -12.1142",14974
Ortopedia Alemana,0x3002,hospital,,AV PETIT THOUARS,51,,,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.028575,-12.114035,"-77.0286, -12.114",14975
Centro Medico Bedias,0x3002,hospital,,AV SALVADOR ALLENDE,,UB PAMPLONA BAJA,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.973577,-12.144143,"-76.9736, -12.1441",15001
Santa Maria Virgen,0x2c05,colegio,,AV SALVADOR ALLENDE,7,UB POP CIUDAD DE DIOS ZONA K,,SAN JUAN DE MIRAFLORES,LIMA,LIMA,PERU,-76.965461,-12.152175,"-76.9655, -12.1522",15006
Nuestra Se�ora de la Merced,0x2c05,colegio,,CA PASTOR SEVILLA,14,PJ SECTOR I GRUPO 26 VSA,,VILLA EL SALVADOR,LIMA,LIMA,PERU,-76.954912,-12.202036,"-76.9549, -12.202",15040
Colegio Hiram Bingham,0x2c05,colegio,,AV VICUS,7,,,SURCO,LIMA,LIMA,PERU,-77.005217,-12.139942,"-77.0052, -12.1399",15043
Policlinico Rospigliosi,0x3002,hospital,14723704,JR MANUEL SEGURA,4,,MANUEL SEGURA 414,LINCE,LIMA,LIMA,PERU,-77.032956,-12.079482,"-77.033, -12.0795",15044
San Felipe,0x2c05,colegio,,AV BENAVIDES,19,UB ROSEDAL,,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.011705,-12.127427,"-77.0117, -12.1274",15048
Innova Scholl Ate Vitarte,0x2c05,colegio,,AV ALFONSO UGARTE,,FUND LA ESTRELLA,,ATE,LIMA,LIMA,PERU,-76.892716,-12.026376,"-76.8927, -12.0264",15070
Policlinico Internacional,0x3002,hospital,,AV BERNARDINO RIVADAVIA,,UB CERES 1 ETAPA,,ATE,LIMA,LIMA,PERU,-76.926713,-12.0293,"-76.9267, -12.0293",15073
Joseph and Mery High Scholl,0x2c05,colegio,,AV GARZON,5,,,JESUS MARIA,LIMA,LIMA,PERU,-77.044209,-12.065757,"-77.0442, -12.0658",15180
Colegio Andres Avelino Caceres,0x2c05,colegio,,AV RIVA AGUERO,2,PJ PRO VIVIENDA EL AGUSTINO ZONA 7,,EL AGUSTINO,LIMA,LIMA,PERU,-77.006716,-12.058174,"-77.0067, -12.0582",15199
Colegio Jorge Basadfre Grohmann,0x2c05,colegio,,AV INDEPENDIENTE,,PJ PRO VIVIENDA EL AGUSTINO ZONA 6,,EL AGUSTINO,LIMA,LIMA,PERU,-77.001666,-12.05555,"-77.0017, -12.0556",15200
Colegio Rosa de America,0x2c05,colegio,,CA ANTON SANCHEZ,3,UB PI�ONATE,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.046254,-12.029602,"-77.0463, -12.0296",15214
Colegio Domingo Savio,0x2c05,colegio,,AV ENRIQUE FERMI,3,UB FIORI,,SAN MARTIN DE PORRES,LIMA,LIMA,PERU,-77.057154,-12.011669,"-77.0572, -12.0117",15221
Colegio San Ignacio de Parral,0x2c05,colegio,,AV CARABAYLLO,9,UB EX FUNDO COMAS,,COMAS,LIMA,LIMA,PERU,-77.057196,-11.95397,"-77.0572, -11.954",15243
Essalud Comas,0x3002,hospital,,AV RETABLO,9,UB EL RETABLO 4 ETAPA,,COMAS,LIMA,LIMA,PERU,-77.057024,-11.930155,"-77.057, -11.9302",15272
Hospital de Emergencias Pediatricas,0x3002,hospital,,AV PUENTE CANGALLO,,,,LA VICTORIA (LIMA),LIMA,LIMA,PERU,-77.021637,-12.058254,"-77.0216, -12.0583",15304
Colegio Edelmira de Pando,0x2c05,colegio,,AV NICOLAS AYLLON,4,,,ATE,LIMA,LIMA,PERU,-76.918402,-12.025227,"-76.9184, -12.0252",15328
Centro de Salud,0x3002,hospital,,AV 13 DE JUNIO,,COOP COMUNIDAD CAMPESINA JICAMARCA,,LURIGANCHO,LIMA,LIMA,PERU,-76.942474,-11.980968,"-76.9425, -11.981",15338
Centro de Salud Miraflores,0x3002,hospital,,AV COMANDANTE ESPINAR,1,,,MIRAFLORES (LIMA),LIMA,LIMA,PERU,-77.036776,-12.118871,"-77.0368, -12.1189",15377
Colegio Trilce,0x2c05,colegio,,AV JAVIER PRADO ESTE,58,UB LA FONTANA,JAVIER PRADO ESTE 5850,LA MOLINA,LIMA,LIMA,PERU,-76.957995,-12.072587,"-76.958, -12.0726",15387
Liceo Naval German Astete,0x2c05,colegio,,CA GRITO DE HUAURA,3,UB BENJAMIN DOIG LOSSIO III,,LA PERLA,CALLAO,CALLAO,PERU,-77.106573,-12.066713,"-77.1066, -12.0667",15395
Colegio San Marcos,0x2c05,colegio,,AV CISNES,4,UB ASCARRUNZ ALTO,,SAN JUAN DE LURIGANCHO,LIMA,LIMA,PERU,-76.999112,-12.0144,"-76.9991, -12.0144",15398
Colegio Santa Maria de Fatima,0x2c05,colegio,,CA JOSE PLAZA,1,,,JESUS MARIA,LIMA,LIMA,PERU,-77.050047,-12.07141,"-77.05, -12.0714",15415
